id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_stress,max_hor_stress,max_dia_stress,max_tor_stress,category,num_tets,mass,download_file,link_name,author,author_id,test_split_0,test_split_1,test_split_2
384,38938,78060,288061.7831,110118.1684,1.78461316,47,660.2168,363.5857,354.5572,328.7572,block,372360,1.28763617,OREJETA_V2.STEP,orejeta-turbinas-1,JuanCR,juancr-1,FALSE,TRUE,FALSE
386,17054,34128,315176.637,54985.81738,1.927662221,6,681.003,421.9536,395.9712,299.6959,flat,195958,1.408839568,geimp.stp,bracket-14,praveen kumar,praveen.kumar-22,FALSE,FALSE,FALSE
387,17750,35520,365546.402,53161.90503,1.841665019,6,653.8128,309.7919,443.5725,320.3216,flat,223526,1.633992417,render2.stp,jet-engine-bracket-14,praveen kumar,praveen.kumar-22,FALSE,TRUE,FALSE
388,58010,116048,89373.23211,47050.79803,0.891361018,8,2030.186,1145.711,1061.779,474.3102,flat,745239,0.399498348,GE_jet_Ti6Al4V_1.0.stp,ge_jet_ti6al4v_1-0-1,Andrei Roncea,andrei.roncea-1,FALSE,FALSE,FALSE
389,81225,162470,101478.835,48564.53239,0.784409031,6,1877.222,1248.968,757.5123,663.2286,arch,1026655,0.453610393,GE_jet_engine_bracket_V5.igs,ge_jet_engine_bracket_challenge_v1-1,Florin Traila,florin.traila-1,FALSE,FALSE,FALSE
390,84336,168692,101473.7017,48611.04055,0.769946832,6,1806.795,1260.259,958.2382,681.7053,arch,1080351,0.453587447,GE_jet_engine_bracket_V1.stp,ge_jet_engine_bracket_challenge_v1-1,Florin Traila,florin.traila-1,TRUE,FALSE,FALSE
393,30676,61372,152210.7386,50110.23401,1.308348221,6,1600.289,1262.146,828.6772,399.3321,flat,407779,0.680382002,GE engine bracket.STEP,ge-jet-engine-bracket-31,bakini,bakini-2,FALSE,FALSE,FALSE
394,165764,332036,200334.5936,239740.7267,1.253878565,128,1123.116,516.7711,987.9441,358.6666,block,1316240,0.895495633,GE_C2B_entry.STEP,ge-concept-2b-1,Scott Calvert,scott.calvert-1,FALSE,FALSE,TRUE
395,41031,82082,118451.4347,77354.35936,1.400863964,6,673.4474,453.9815,735.3608,445.0789,block,352721,0.529477913,GE bracket + Vis - 524 grammes.stp,ge-jet-engine-bracket-challenge-15,Ririwin,ririwin-1,FALSE,FALSE,FALSE
398,31487,62998,65265.09424,28684.20613,0.944153282,7,4340.584,2950.037,2012.078,855.1071,butterfly,373092,0.291734971,GE_BRACKET_130726_003.stp,ge_bracket-step-1,camoca,camoca-1,FALSE,FALSE,FALSE
400,40790,81600,88865.29317,41446.50988,0.989674015,6,1417.713,966.0319,676.9547,724.5665,beam,485177,0.39722786,ge_bracket.stp,ge-jet-engine-bracket-challenge-16,Gerald Feldman,gerald.feldman-1,FALSE,FALSE,FALSE
403,26696,53412,329584.6096,75641.59523,1.794776996,6,542.0651,278.712,272.2329,335.4288,block,307733,1.473243205,primer prueba.STEP,first-test-1,Rafael,rafael-213,FALSE,FALSE,FALSE
406,39944,79908,104303.4649,35808.01252,0.93527379,6,1755.158,2071.287,1374.103,698.596,flat,503855,0.466236488,GE_jet_engine_bracket.stp,ge-jet-engine-bracket-38,Ricky,ricky-29,FALSE,FALSE,FALSE
407,12930,25880,213044.9213,40202.99349,1.885508383,6,593.5401,492.7883,388.3107,420.1135,flat,144124,0.952310798,GE_Thadeu_Renato.STEP,ge-test-1-1,Victor Thadeu,victor.thadeu-1,TRUE,FALSE,FALSE
411,18917,37854,463447.0885,53981.05035,1.800799882,6,437.5053,272.2658,221.0122,321.3633,block,237124,2.071608486,meu.SLDPRT,support-engine-1,REIS,reis-2,FALSE,FALSE,FALSE
412,37772,75592,354376.8516,61357.2176,1.262910206,13,544.1195,531.9431,433.2767,416.6831,other,601132,1.584064527,meu1.SLDPRT,support-engine-1,REIS,reis-2,FALSE,FALSE,TRUE
413,37773,75594,354373.4318,61357.69376,1.263664112,13,526.8433,536.6443,471.1695,437.2149,other,607793,1.58404924,meu1.1.STEP,support-engine-1,REIS,reis-2,FALSE,FALSE,TRUE
415,23143,46326,115443.5409,37160.75173,1.274534494,11,766.5405,603.8408,630.7593,742.0362,arch,301845,0.516032628,veglegesv80.stp,bracket_v1-1,Kriszti├ín Ha├ísz,krisztian.haasz-1,FALSE,FALSE,FALSE
416,21790,43604,178271.9834,55536.49036,1.687490772,7,1449.858,940.4243,691.7018,433.3727,flat,226199,0.796875766,GE jet engine bracket2.stp,ge-jet-engine-bracket-40,Rapbando,rapbando-1,FALSE,FALSE,FALSE
417,18037,36094,242307.7485,44004.97371,1.650717939,6,801.0947,477.2645,368.5038,367.9764,arch,220815,1.083115636,GE_bracket.stp,ge-project-1,Greg Murvai,greg.murvai-1,FALSE,FALSE,FALSE
418,85332,170684,90158.82064,95704.45222,1.045932112,6,5454.211,2033.93,3646.373,2270.795,flat,461100,0.403009928,GE Jet ENGINE BRACER.STEP,ge-jet-engine-bracket-challenge-17,Rona,rona-4,TRUE,FALSE,FALSE
419,83868,167756,114650.7273,112098.6153,1.131607504,6,2556.649,1810.851,2015.447,1015.603,block,463179,0.512488751,Jet Engine 3.SLDPRT,jet-engine-3-1,Rona,rona-4,FALSE,TRUE,FALSE
420,36274,72576,195129.0201,49310.04452,1.146195764,8,534.2076,418.1313,299.8483,381.3583,other,493966,0.87222672,NEW BRACKET.stp,jet-engine-bracket-challenge-1,Antoniou Stephanos,antoniou.stephanos-1,TRUE,FALSE,FALSE
421,16475,32970,263907.641,43966.59897,1.718791041,6,739.8737,409.4963,392.6227,376.622,flat,201247,1.179667155,ge_bracket.prt,ge-bracket-challenge-3,Roberto Rodriguez,roberto.rodriguez,TRUE,FALSE,FALSE
422,17622,35292,104505.4866,43251.22668,1.639764404,13,1369.432,1414.94,972.1471,753.7176,flat,171267,0.467139525,FrevillierThomasPart.stp,ge-bracket-design-6,Thomas Frevillier,thomas.frevillier-1,FALSE,FALSE,FALSE
424,40477,80974,362313.7921,56755.05607,1.163876675,6,597.2198,369.6516,295.8925,318.5431,block,561561,1.619542651,GE engine maintenace bracket mod.stp,ge-maintenance-bracket-by-maciek-1,Maciek_Wu,maciek_wu-1,FALSE,FALSE,FALSE
425,44852,89748,132636.1001,82804.74425,1.376508435,12,958.7352,688.8832,749.0382,409.2939,block,396728,0.592883367,GE-Motor-Mount-GrabCad-1.IGS,ge-bracket-13,Dan Q,dan.q,FALSE,FALSE,FALSE
427,23583,47198,121446.3306,46605.79753,1.413414099,9,2420.251,3828.544,3076.51,1474.683,flat,279104,0.542865098,Jet_engine_bracket.igs,ge-jet-engine-bracket-challenge-18,htkashai,htkashai-1,FALSE,FALSE,FALSE
428,118959,237946,195080.5029,128480.0497,1.016976338,8,600.4604,409.1081,302.7573,296.4571,block,1269918,0.872009848,GE_bracket.stp,ge-jet-engine-bracket-challenge-19,michele di sacco,michele.di.sacco-1,FALSE,TRUE,FALSE
432,23134,46292,313932.2868,64280.48876,1.766522072,7,785.4371,454.2869,384.1129,311.785,flat,264438,1.403277322,GE Mount.stp,ge-mount-1,Punit,punit-4,FALSE,TRUE,FALSE
433,14704,29436,195018.7916,46716.06173,1.90650903,8,1069.099,1075.287,759.7759,481.8282,flat,145619,0.871733998,bracket.STEP,engine-bracket-5,Dino Salkanovic,dino.salkanovic,FALSE,FALSE,TRUE
434,28219,56470,367319.0373,61235.8265,1.504733267,9,557.9116,334.2781,285.5318,303.4852,flat,373364,1.641916097,GE bracket_20130803_A.STEP,ge-titanium-bracket_20130803_a-1,Aleksandr R,aleksandr.r-2,FALSE,TRUE,FALSE
437,21630,43280,182883.7882,56663.96676,1.717541308,6,819.8692,511.6632,597.5566,306.201,block,231441,0.817490533,Modified.stp,jet-engine-bracket-16,Tomas,tomas--16,FALSE,FALSE,TRUE
438,26726,53524,242339.312,67380.46481,1.660793317,19,786.1285,401.6716,410.3351,315.8821,flat,329492,1.083256725,Model.stp,ge-chanlenge-1,Gustavo Vieira,gustavo.vieira-14,TRUE,FALSE,FALSE
439,34673,69374,221825.1583,55038.99914,1.212104381,8,1177.922,559.1901,697.2814,379.7686,flat,516014,0.991558458,bracket.STEP,ge-jet-engine-bracket-3-0-1,Dino Salkanovic,dino.salkanovic,FALSE,TRUE,FALSE
440,12406,24832,122840.5034,37133.0782,1.842276298,6,1314.307,1065.782,600.0585,526.5822,flat,121370,0.54909705,BR222.IGS,ge-bracket-n2-1,Gochat,gochat-1,FALSE,TRUE,FALSE
441,30363,60774,106021.2492,64590.61976,1.513585162,13,954.4142,900.5668,873.1171,454.0591,butterfly,252102,0.473914984,Bracket_470g.IGS,an-attempt-to-create-a-bracket-design-1,Andrew Smolkov,andrew.smolkov-1,FALSE,FALSE,TRUE
446,39634,79268,161340.2961,58742.75481,1.227011863,1,914.1198,704.74,419.5382,461.9179,flat,454081,0.721191124,ge bracket by bac.STEP,general-electric-engine-bracket-1,brett cheatham,brett.cheatham-1,FALSE,FALSE,FALSE
447,21822,43672,106348.0697,38565.48904,1.333133045,8,1045.104,878.4921,463.1934,679.0049,flat,295435,0.475375871,original masolata.STEP,version3-1,├ürmin Fendrik,armin.fendrik-1,FALSE,FALSE,TRUE
448,12269,24558,74697.91414,25568.91381,1.504622324,6,1661.14,1366.862,701.7369,436.6873,beam,134740,0.333899676,Support v4-1.stp,ge-jet-engine-bracket-v1-2,Alexis,alexis-23,FALSE,FALSE,TRUE
449,24811,49674,179496.0925,65374.77638,1.715762898,14,800.498,560.5706,612.8239,302.7609,block,243679,0.802347533,final.stp,ge-engine-mount-strongone-1,Greg Brown,greg.brown,FALSE,TRUE,FALSE
454,13683,27394,135053.5638,34687.18119,1.689044844,8,765.4387,655.7875,457.0784,337.2051,arch,143967,0.60368943,bra_7.IGS,ge-bracket-n5-1,Gochat,gochat-1,TRUE,FALSE,FALSE
456,19570,39216,103934.8078,44457.90661,1.589958667,20,1098.917,1081.962,891.2029,386.2334,beam,198282,0.464588591,bra010.IGS,ge-bracket-n6-1,Gochat,gochat-1,FALSE,FALSE,TRUE
459,19036,38108,117428.4754,49299.61447,1.688970464,10,1462.868,1458.007,596.6117,1441.855,flat,186889,0.524905285,prop_ma_01.STEP,ge-jet-engine-bracket-contri-2-1,blekiwajt,blekiwajt-1,FALSE,FALSE,FALSE
460,25046,50140,201941.447,50627.81476,1.438932367,13,1112.459,721.1153,477.4947,348.5966,flat,297881,0.902678268,ge_v3.stp,ge-jet-engine-bracket-challenge-v3-1,Vishal Bharatia,vishal.bharatia,FALSE,FALSE,TRUE
461,57071,114258,93230.38185,46428.78689,0.932372557,30,3611.878,2035.054,1665.59,964.5709,beam,695254,0.416739807,ge bracket bone final color changed.stp,generalelectric-bone-ultimate-1,andreas anedda,andreas.anedda,FALSE,FALSE,FALSE
462,57160,114436,93234.658,46430.98668,0.930992378,30,3621.716,2029.608,1678.416,922.7971,beam,698501,0.416758921,ge bracket bone final.stp,generalelectric-bone-ultimate-1,andreas anedda,andreas.anedda,FALSE,FALSE,FALSE
464,70148,140380,96641.76964,44703.01884,0.828255384,22,1199.651,845.3589,715.0651,540.3228,arch,940073,0.43198871,jetbracket_gescheiden_05.STEP,optimised-bracket-1,Michael van der Bent,michael.van.der.bent,FALSE,FALSE,FALSE
465,45994,92316,104353.0119,70801.44723,1.276162039,83,880.8636,608.4713,830.0284,752.7543,block,423406,0.466457963,GE JET BRACKET V_3.0.STEP,ge-jet-engine-bracket-v-3-0-1,Arfi'an,arfi.an-1,FALSE,FALSE,TRUE
466,27441,54914,99561.97714,44522.48389,1.300507794,9,1172.165,765.7213,514.6257,467.2096,flat,314080,0.445042038,Handy90IGSbasic.IGS,bulletproof-1,Nic,nic,FALSE,FALSE,TRUE
471,23276,46580,116609.9648,43209.98823,1.375835121,8,1520.532,1791.332,611.9117,797.6387,beam,296626,0.521246543,V1.stp,ge-bracket-v1-2,Abhijeet,abhijeet-26,FALSE,FALSE,FALSE
472,18171,36358,124044.0843,40158.39052,1.536541171,5,1047.516,1025.98,688.7131,563.1321,beam,207389,0.554477057,v2.stp,ge-bracket-v2-3,Abhijeet,abhijeet-26,FALSE,FALSE,TRUE
473,23827,47678,147657.5608,39999.25789,1.31063451,7,1395.51,1073.617,625.308,1800.832,butterfly,316534,0.660029297,V3.stp,ge-bracket-v3-1,Abhijeet,abhijeet-26,FALSE,FALSE,FALSE
474,50682,101384,283997.6212,79955.31727,1.303743772,6,557.9325,247.4143,341.6795,309.0512,block,641896,1.269469367,Iteration1.stp,ge-engine-bracket-17,Kiran Kumar A,kiran.kumar.a-1,FALSE,FALSE,TRUE
475,46566,93152,284832.2654,74068.42541,1.310841818,6,621.4196,276.9721,374.2876,335.0337,block,603352,1.273200226,Iteration3.stp,ge-engine-bracket-17,Kiran Kumar A,kiran.kumar.a-1,FALSE,FALSE,FALSE
476,49602,99224,306510.4194,77934.93378,1.30332809,6,555.5004,253.5955,320.9092,314.8197,block,656474,1.370101575,Iteration2.stp,ge-engine-bracket-17,Kiran Kumar A,kiran.kumar.a-1,TRUE,FALSE,FALSE
479,33249,66518,64021.22747,28000.60166,0.915959943,6,1915.193,1640.836,1628.957,729.1219,butterfly,365472,0.286174887,MD_11.stp,1part-no2-1,M. David,m.david-2,FALSE,FALSE,FALSE
482,22118,44292,106915.2836,53329.90229,1.628866139,15,1041.155,783.4755,717.005,520.4965,flat,202554,0.477911318,Opt7.S3.stp,csula-caltech-students-1,Ted Nye,ted.nye-1,TRUE,FALSE,FALSE
483,22132,44320,106914.8346,53329.94149,1.628296531,15,1024.165,736.1758,684.2106,535.412,flat,201214,0.477909311,Opt7.S3_generalelectric.stp,csula-caltech-students-1,Ted Nye,ted.nye-1,FALSE,FALSE,FALSE
484,20193,40442,107818.5262,54839.65877,1.746463196,15,983.728,763.2124,713.4135,549.6316,flat,172052,0.481948812,Opt5.S2.4.stp,csula-caltech-students-1,Ted Nye,ted.nye-1,FALSE,TRUE,FALSE
485,33371,66762,221173.4715,53765.88684,1.278139096,6,722.5961,338.5167,407.1834,305.9114,block,422103,0.988645418,GE-B-1S.STEP,ge-jet-engine-b-1-1,saeid mirshahidi,saeid.mirshahidi-1,TRUE,FALSE,FALSE
486,35470,70960,89787.60781,29245.68442,0.904698227,6,919.8691,791.2313,539.3859,965.6506,butterfly,468762,0.401350607,design_1.STEP,optimized-ge-bracket-design-1,Scott Frash,scott.frash-1,FALSE,FALSE,FALSE
488,31624,63612,142750.4218,88216.14614,1.782904563,92,1589.494,2100.187,521.2012,1115.82,flat,244886,0.638094386,Jet Engine Bracket-M2.STEP,jet-engine-bracket-m2-1,Gregg,gregg-13,FALSE,FALSE,FALSE
489,37586,75200,127578.6735,42432.05992,1.061179889,8,1048.995,868.0309,443.6461,687.6379,flat,462555,0.570276671,Jet Engine Bracket-M3.STEP,jet-engine-bracket-m3-1,Gregg,gregg-13,FALSE,FALSE,FALSE
492,18174,36368,406146.0673,55067.84535,1.862012701,6,541.3285,306.5404,269.1637,70.89188,flat,223142,1.815472921,GE jet engine bracket challenge.SLDPRT,ge-jet-engine-bracket-challenge-20,Behnam Persian,behnam.persian-1,FALSE,FALSE,TRUE
493,20608,41236,496360.6466,58814.80935,1.798074545,6,475.4245,332.0806,204.7984,251.1609,block,291664,2.21873209,GE bracket2.prt,ge-bracket-16,rupesh dewangan,rupesh.dewangan,TRUE,FALSE,FALSE
494,17035,34110,96046.40631,41931.53809,1.654822136,11,989.6425,1213.089,601.2162,519.7622,flat,160706,0.429327436,final.STEP,one-more-time-1,├ürmin Fendrik,armin.fendrik-1,FALSE,TRUE,FALSE
495,35524,71124,117192.2936,82858.96087,1.609339067,20,652.2507,617.1529,337.7937,318.3005,block,274980,0.523849552,GE_Challenge_Bracket_V12.stp,ge-jet-engine-bracket-proposal-1,Mihael Vucinic,mihael.vucinic-1,FALSE,FALSE,TRUE
496,50839,101734,113319.1612,40032.20719,0.881679044,15,2219.66,1522.186,915.1388,512.9037,butterfly,656518,0.506536651,bracket.stp,ge-jet-engine-bracket-43,Tomas Cervenka,tomas.cervenka-1,TRUE,FALSE,FALSE
497,40756,81552,151454.119,38279.83356,0.989163719,11,1182.819,911.7063,493.7997,443.6303,butterfly,569615,0.676999912,Jet engine bracet ver 2.0.igs,ge-jet-engine-bracket-ver-2-0-1,Sander Saarniit,sander.saarniit,FALSE,FALSE,FALSE
498,76153,152350,69348.9334,50544.37999,0.834376302,12,1602.878,1053.129,751.6447,2093.197,butterfly,891543,0.309989732,GE Bracket holow 307g.stp,let-the-force-flow-volume-ii-1,Hubert Baumgartner,hubert.baumgartner-1,FALSE,FALSE,FALSE
499,39910,79856,104936.8541,44878.52613,1.06535708,10,1249.145,910.249,615.783,794.933,butterfly,512072,0.469067738,GE_jet_Ti6Al4V_v5.3.stp,ge_jet_ti6al4v_v5-3-1,Andrei Roncea,andrei.roncea-1,FALSE,FALSE,FALSE
500,18884,37800,97691.46569,31110.37595,1.32311626,9,1030.316,748.3593,829.3661,1142.586,arch,212225,0.436680852,bracketv3.stp,bracket_v3-1,Kriszti├ín Ha├ísz,krisztian.haasz-1,FALSE,TRUE,FALSE
501,21280,42580,152325.9877,38734.25391,1.337304425,6,933.545,692.82,490.0375,447.9277,flat,253608,0.680897165,brackter_final.STEP,ge-jet-engine-bracket-44,pwanst,pwanst-1,FALSE,TRUE,FALSE
504,11911,23846,97031.27967,35260.83363,1.824062913,7,2312.825,4303.724,1180.409,2227.1,beam,113032,0.43372982,bracket1.stp,ge-jet-engine-bracket-challenge-21,Borut,borut-3,TRUE,FALSE,FALSE
506,12155,24346,82561.00459,28703.35737,1.614851745,10,1481.371,1077.732,516.5693,434.96,beam,120064,0.36904769,Support v4-2 OK 365g.stp,ge-jet-engine-bracket-v2-2,Alexis,alexis-23,FALSE,FALSE,TRUE
507,17742,35504,116191.065,35535.51828,1.420990309,6,1643.217,1505.922,731.5173,375.4934,flat,204340,0.519374061,GE jet engine bracket.STEP,ge-jet-engine-bracket-45,Behnam Persian,behnam.persian-1,FALSE,FALSE,TRUE
510,51396,102812,93928.84429,73025.99876,1.198448405,6,611.5836,570.9506,389.6634,613.9897,block,516151,0.419861934,GE Jet Engine Bracket Version 1.1 By M.STEP,m-kurniawan-ge-jet-engine-bracket-version-1-1-1,M Arie Kurniawan,m.arie.kurniawan-1,TRUE,FALSE,FALSE
511,27893,55806,78232.79415,46015.37373,1.331820033,6,1125.816,836.0897,861.3646,758.2795,butterfly,274934,0.34970059,GENERAL_ELECTRIC_JET_ENGINE_IMPROVED.stp,engine-bracket-improved-1,Sebastien Vavassori,sebastien.vavassori-2,TRUE,FALSE,FALSE
512,37348,74756,138600.728,60617.1852,1.268123796,16,1174.021,708.4758,793.3225,619.8434,butterfly,430964,0.619545254,GE Prototype 1.STEP,ge-jet-engine-bracket-challenge-23,Hendri Surya,hendri.surya-1,FALSE,FALSE,TRUE
513,30336,60692,254181.866,42631.93067,1.155801155,6,1258.966,773.0373,613.7589,430.1442,butterfly,418748,1.136192941,GE-1.STEP,ge-1-1,Pranav Panchal,pranav.panchal,FALSE,TRUE,FALSE
514,15819,31658,192053.5413,35927.04017,1.522215094,6,889.5706,687.8945,513.4243,471.3834,flat,200727,0.85847933,GE-2.STEP,ge-2-1,Pranav Panchal,pranav.panchal,FALSE,FALSE,TRUE
515,47221,94462,153575.6861,48853.68394,1.001604761,6,1186.15,755.6906,559.7032,323.959,butterfly,656279,0.686483317,GE-3.STEP,ge-3-1,Pranav Panchal,pranav.panchal,FALSE,FALSE,TRUE
517,29607,59234,135658.3813,52199.54055,1.351002289,6,1175.886,1122.604,604.3867,420.5476,flat,369323,0.606392965,GE-5.STEP,ge-5-1,Pranav Panchal,pranav.panchal,FALSE,FALSE,FALSE
518,31486,62992,114708.8007,66424.30872,1.473016109,6,1766.748,676.9346,1328.078,428.4102,other,282907,0.512748339,GE-6.STEP,ge-6-1,Pranav Panchal,pranav.panchal,FALSE,FALSE,FALSE
519,28297,56614,108734.16,54716.31043,1.439822929,6,1033.405,487.2832,864.161,426.8678,flat,269652,0.486041695,GE-7.STEP,ge-7-1,Pranav Panchal,pranav.panchal,TRUE,FALSE,FALSE
520,34037,68094,99436.72572,45743.79421,1.144950768,6,2320.959,660.3861,1601.251,538.2202,flat,372586,0.444482164,GE-8.STEP,ge-8-1,Pranav Panchal,pranav.panchal,FALSE,FALSE,TRUE
523,32878,65792,93929.9296,32668.85148,0.989232561,10,2129.872,1382.828,930.5162,795.496,butterfly,427178,0.419866785,500.stp,number-539-1,Martin Dirker,martin.dirker,TRUE,FALSE,FALSE
524,33992,68020,93871.24483,32581.65862,0.973858083,10,1886.427,1235.649,923.83,804.4738,butterfly,431610,0.419604464,539.stp,number-539-1,Martin Dirker,martin.dirker,TRUE,FALSE,FALSE
525,48748,97516,319175.3757,76415.4431,1.297069456,6,505.3881,290.8276,237.9907,332.4192,block,699886,1.426713929,bracket ITERc.stp,three-designs-by-nikhil-1,NIKHIL KHOBRAGADE,nikhil.khobragade-1,FALSE,TRUE,FALSE
527,50522,101064,288419.7311,79754.61448,1.30524597,6,487.6982,263.3846,331.3778,323.0624,block,660979,1.289236198,bracket ITERa.stp,three-designs-by-nikhil-1,NIKHIL KHOBRAGADE,nikhil.khobragade-1,FALSE,FALSE,TRUE
533,23999,48186,68189.73893,31912.84118,1.168359491,48,1372.645,1687.675,956.5623,1270.922,beam,339500,0.304808133,iter8finaldesign.stp,ge-bracket-v3-2,Chris Smith and Jef Draup,chris.smith.and.jef.draup-1,FALSE,FALSE,TRUE
534,14687,29394,112160.7765,30697.54343,1.506461474,6,1302.436,1146.872,722.0164,438.3833,butterfly,150631,0.501358671,v1.8.STEP,ge-jet-engine-bracket-v2-3,pwanst,pwanst-1,TRUE,FALSE,FALSE
535,20914,41860,211247.9837,56908.64569,1.76136328,9,773.3437,467.7578,507.7751,336.8348,block,218977,0.944278487,GE_JET_ENGINE_BRACKET-001.IGS,ge-jet-engine-bracket-challenge-24,Winroth LLC,winroth.llc-1,FALSE,FALSE,FALSE
536,24596,49228,93580.28151,33551.81186,1.163217402,10,1427.534,978.2043,550.0212,342.8101,beam,266278,0.418303858,GE Final AmTech.stp,ge-engine-turtle-legs-1,Paolo Minetola,paolo.minetola-1,FALSE,FALSE,TRUE
537,19589,39198,309276.406,53065.9215,1.742144718,6,604.9891,334.6461,301.5991,311.9832,block,238354,1.382465535,Jet Engine_edit01.SLDPRT,bracket-17,A0I0A,a0i0a-1,FALSE,TRUE,FALSE
538,19835,39690,309271.4823,53066.32984,1.731743039,6,567.2155,321.0788,293.8694,307.8444,block,241932,1.382443526,Jet Engine_edit01_step.STEP,bracket-17,A0I0A,a0i0a-1,FALSE,TRUE,FALSE
545,120174,240356,89957.88835,92270.67763,0.881237793,3,1119.217,776.8403,868.3681,450.4282,block,987260,0.402111761,Grantz- GE Bracket Concept2k.STEP,ge-design-competition-jet-engine-bracket-1,Alan Grantz,alan.grantz-1,FALSE,FALSE,FALSE
546,17482,34992,143447.6811,49011.84795,1.786687271,8,627.6934,653.4083,615.1506,332.7238,block,161947,0.641211135,GE Bracket.IGS,ge-jet-engine-bracket-47,Ian,ian-58,FALSE,FALSE,TRUE
547,69820,139736,83194.79033,68905.1292,1.012058407,25,974.2704,790.8665,1139.77,449.3513,block,634723,0.371880713,GE_Grand1.stp,ge-bracket-version-grand-1-1,Jerry Grandov,jerry.grandov,FALSE,FALSE,FALSE
548,69357,138762,56478.01467,52019.40324,0.877010496,13,1275.128,1589.44,1261.499,723.1806,flat,640725,0.252456726,GE_Grand2.stp,ge-bracket-grand-2-1,Jerry Grandov,jerry.grandov,FALSE,TRUE,FALSE
549,47811,95690,116535.2506,68380.54837,1.237636456,18,881.8689,1057.257,711.9081,348.3947,block,451255,0.52091257,GE_Grand3.stp,ge-bracket-grand-3-1,Jerry Grandov,jerry.grandov,FALSE,TRUE,FALSE
550,110599,221414,133322.7921,63768.85211,0.776323843,55,1079.417,1055.092,826.5703,349.3951,block,1223955,0.595952881,GE_Grand4.stp,ge-bracket-grand-4-1,Jerry Grandov,jerry.grandov,FALSE,TRUE,FALSE
551,35537,71142,57152.42154,49573.89579,1.21651858,18,1185.335,1581.605,964.5436,622.7632,flat,304145,0.255471324,GE_Grand6.stp,ge-bracket-grand-6-1,Jerry Grandov,jerry.grandov,FALSE,FALSE,FALSE
552,39295,78626,105805.0529,56031.55992,1.198817589,10,1441.708,934.0028,838.7567,329.5627,block,402295,0.472948586,GE_Grand7.stp,ge-bracket-grand-7-1,Jerry Grandov,jerry.grandov,FALSE,FALSE,FALSE
553,24980,49988,189873.5019,34568.02011,1.177453234,8,731.3763,510.8402,502.1217,546.7879,flat,318529,0.848734553,GE_Grand8.stp,ge-bracket-grand-8-1,Jerry Grandov,jerry.grandov,TRUE,FALSE,FALSE
554,60202,120656,65684.12842,72430.09735,1.142483772,64,1151.005,1464.712,1021.314,556.9026,flat,464108,0.293608054,GE_Grand9.stp,ge-bracket-grand-9-1,Jerry Grandov,jerry.grandov,FALSE,FALSE,FALSE
556,46224,92612,90854.30462,46127.60634,1.017341466,42,1081.008,866.9935,561.3707,1130.326,beam,528928,0.406118742,Handy90IGSultralight.IGS,spacehugger-1,Nic,nic,FALSE,FALSE,FALSE
559,28248,56528,146640.6936,38012.72173,1.201476049,9,955.567,583.5518,907.8229,413.5427,flat,348039,0.6554839,Bracket_v58.STEP,holebracket-1,Hector Ulises Levatti,hector.ulises.levatti-1,TRUE,FALSE,FALSE
560,43944,88320,156849.4076,59305.95013,1.210236368,109,742.4075,533.4582,624.4615,427.2609,flat,532566,0.701116852,Bracket_v63f.STEP,strainerbracket-1,Hector Ulises Levatti,hector.ulises.levatti-1,TRUE,FALSE,FALSE
561,53593,107214,100778.471,52757.505,0.993253996,8,965.2003,637.4664,452.4696,375.8026,beam,622613,0.450479765,ge-model-24-v3-FEM.stp,barbabracket-1,bj,bj-2,FALSE,FALSE,TRUE
562,57382,114792,100731.3827,52686.30656,0.959108782,8,935.6151,630.2556,437.2408,386.2881,beam,665877,0.450269281,ge-model-24-v3.stp,barbabracket-1,bj,bj-2,FALSE,FALSE,FALSE
564,17436,34892,174156.6158,50981.18151,1.814761059,6,1015.744,684.6626,419.0076,351.4999,flat,165118,0.778480072,bracket_unwelded.STEP,welded-ge-jet-engine-bracket-1,BuseHase,busehase-1,FALSE,FALSE,FALSE
565,17093,34206,181323.7221,49033.80819,1.79775965,6,1035.812,731.777,416.3334,340.6578,flat,168910,0.810517038,bracket_welded.STEP,welded-ge-jet-engine-bracket-1,BuseHase,busehase-1,TRUE,FALSE,FALSE
566,71162,142344,77102.095,77897.01063,1.045396764,6,680.0916,685.9179,510.4908,865.3824,block,645498,0.344646365,GE Jet Engine Bracket Version 1.2 By M.STEP,m-kurniawan-ge-jet-engine-bracket-version-1-2-1,M Arie Kurniawan,m.arie.kurniawan-1,FALSE,FALSE,TRUE
569,40789,81618,113913.2541,41117.4503,1.020936607,11,1877.546,1290.693,1183.077,735.4132,arch,473641,0.509192246,Engine_bracket_Final.stp,ge-jet-engine-bracket-challenge-26,Ilioni Alin,ilioni.alin,FALSE,TRUE,FALSE
570,23623,47282,204115.9432,52653.60195,1.540016738,10,1243.536,799.386,519.6784,523.7786,flat,296359,0.912398266,engine bracket.IGS,engine-bracket-8,aditya,aditya-9,FALSE,FALSE,FALSE
571,17609,35238,112087.0805,31548.09184,1.367614505,6,1602.331,1121.614,760.418,420.8361,butterfly,183576,0.50102925,v1.8.STEP,ge-jet-engine-bracket-final-1,pwanst,pwanst-1,FALSE,FALSE,FALSE
